nomeSistema,class,jdeodorant,pmd,jspirit
corenlp,edu.stanford.nlp.wordseg.Sighan2005DocumentReaderAndWriter,1,1,1
corenlp,edu.stanford.nlp.classify.ColumnDataClassifier,1,0,1
corenlp,edu.stanford.nlp.parser.ui.ParserPanel,1,1,1
corenlp,edu.stanford.nlp.parser.server.LexicalizedParserServer,1,0,1
corenlp,edu.stanford.nlp.ling.tokensregex.matcher.TrieMapMatcher,1,1,1
corenlp,edu.stanford.nlp.pipeline.ChineseSegmenterAnnotator,1,1,1
corenlp,edu.stanford.nlp.process.stattok.StatTokSent,1,1,1
corenlp,edu.stanford.nlp.pipeline.StanfordCoreNLP,1,1,1
corenlp,edu.stanford.nlp.ie.pascal.ISODateInstance,1,1,1
corenlp,edu.stanford.nlp.trees.GrammaticalStructure,1,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFLogConditionalObjectiveFunctionWithDropout,1,1,0
corenlp,edu.stanford.nlp.naturalli.ClauseSplitterSearchProblem,1,1,1
corenlp,edu.stanford.nlp.pipeline.CoreNLPProtos.CorefChain.Builder,1,0,1
corenlp,edu.stanford.nlp.trees.international.pennchinese.ChineseEnglishWordMap,1,1,1
corenlp,edu.stanford.nlp.dcoref.SpeakerInfo,1,0,1
corenlp,edu.stanford.nlp.ie.machinereading.GenericDataSetReader,1,1,1
corenlp,edu.stanford.nlp.ling.IndexedWord,1,0,1
corenlp,edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher,1,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.PhraseTable,1,1,1
corenlp,edu.stanford.nlp.naturalli.QuestionToStatementTranslator,1,1,1
corenlp,edu.stanford.nlp.parser.lexparser.BaseLexicon,1,1,1
corenlp,edu.stanford.nlp.parser.lexparser.MLEDependencyGrammar,1,1,1
corenlp,edu.stanford.nlp.parser.shiftreduce.ShiftReduceParser,1,1,1
corenlp,edu.stanford.nlp.process.PTBLexer,1,1,1
corenlp,edu.stanford.nlp.sequences.SequenceGibbsSampler,1,1,1
corenlp,edu.stanford.nlp.trees.international.spanish.SpanishXMLTreeReader,1,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ArabicTreebankParserParams,1,1,1
corenlp,edu.stanford.nlp.semgraph.semgrex.NodePattern,1,1,1
corenlp,edu.stanford.nlp.trees.GrammaticalRelation,1,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.TokenSequenceMatcherITest,0,1,1
corenlp,edu.stanford.nlp.naturalli.OperatorScopeITest,0,1,1
corenlp,edu.stanford.nlp.pipeline.ProtobufAnnotationSerializerSlowITest,0,1,1
corenlp,edu.stanford.nlp.pipeline.QuoteAnnotatorITest,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest,0,1,1
corenlp,edu.stanford.nlp.classify.Dataset,0,1,1
corenlp,edu.stanford.nlp.classify.GeneralDataset,0,1,1
corenlp,edu.stanford.nlp.classify.LinearClassifier,0,1,1
corenlp,edu.stanford.nlp.classify.LinearClassifierFactory,0,1,1
corenlp,edu.stanford.nlp.classify.LogisticClassifier,0,1,1
corenlp,edu.stanford.nlp.classify.RVFDataset,0,1,1
corenlp,edu.stanford.nlp.coref.CorefProperties,0,1,1
corenlp,edu.stanford.nlp.coref.CorefRules,0,1,1
corenlp,edu.stanford.nlp.coref.CorefUtils,0,1,1
corenlp,edu.stanford.nlp.coref.data.Dictionaries,0,1,1
corenlp,edu.stanford.nlp.coref.data.DocumentPreprocessor,0,1,1
corenlp,edu.stanford.nlp.coref.docreader.CoNLLDocumentReader,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.HybridCorefPrinter,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.HybridCorefProperties,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.HybridCorefSystem,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.sieve.RFSieve,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.sieve.Sieve,0,1,1
corenlp,edu.stanford.nlp.coref.statistical.Clusterer,0,1,1
corenlp,edu.stanford.nlp.dcoref.CoNLL2011DocumentReader,0,1,1
corenlp,edu.stanford.nlp.dcoref.Rules,0,1,1
corenlp,edu.stanford.nlp.dcoref.SieveCoreferenceSystem,0,1,1
corenlp,edu.stanford.nlp.fsm.TransducerGraph,0,1,1
corenlp,edu.stanford.nlp.ie.AbstractSequenceClassifier,0,1,1
corenlp,edu.stanford.nlp.ie.ChineseQuantifiableEntityNormalizer,0,1,1
corenlp,edu.stanford.nlp.ie.ClassifierCombiner,0,1,1
corenlp,edu.stanford.nlp.ie.KBPBasicSpanishCorefSystem,0,1,1
corenlp,edu.stanford.nlp.ie.KBPStatisticalExtractor,0,1,1
corenlp,edu.stanford.nlp.ie.NERClassifierCombiner,0,1,1
corenlp,edu.stanford.nlp.ie.NERFeatureFactory,0,1,1
corenlp,edu.stanford.nlp.ie.NumberNormalizer,0,1,1
corenlp,edu.stanford.nlp.ie.QuantifiableEntityNormalizer,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifier,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifierNonlinear,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFCliqueTree,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFLogConditionalObjectiveFunction,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.BasicEntityExtractor,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.BasicRelationFeatureFactory,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.AceReader,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceToken,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.RobustTokenizer,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.structure.AnnotationUtils,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.structure.EntityMention,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.structure.EventMention,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.structure.ExtractionObject,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.structure.RelationMention,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.structure.Span,0,1,1
corenlp,edu.stanford.nlp.ie.ner.CMMClassifier,0,1,1
corenlp,edu.stanford.nlp.ie.regexp.NumberSequenceClassifier,0,1,1
corenlp,edu.stanford.nlp.international.arabic.ArabicMorphoFeatureSpecification,0,1,1
corenlp,edu.stanford.nlp.international.arabic.process.ArabicLexer,0,1,1
corenlp,edu.stanford.nlp.international.arabic.process.IOBUtils,0,1,1
corenlp,edu.stanford.nlp.international.french.FrenchMorphoFeatureSpecification,0,1,1
corenlp,edu.stanford.nlp.international.french.process.FrenchLexer,0,1,1
corenlp,edu.stanford.nlp.international.french.scripts.FrenchTreebankUDUpdater,0,1,1
corenlp,edu.stanford.nlp.international.french.scripts.SplitCanditoTrees,0,1,1
corenlp,edu.stanford.nlp.international.spanish.pipeline.AnCoraProcessor,0,1,1
corenlp,edu.stanford.nlp.international.spanish.process.SpanishLexer,0,1,1
corenlp,edu.stanford.nlp.international.spanish.process.SpanishTokenizer,0,1,1
corenlp,edu.stanford.nlp.io.IOUtils,0,1,1
corenlp,edu.stanford.nlp.ling.BasicDocument,0,1,1
corenlp,edu.stanford.nlp.ling.CoreLabel,0,1,1
corenlp,edu.stanford.nlp.ling.SentenceUtils,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.BasicSequenceMatchResult,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.MatchedExpression,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.SequenceMatcher,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.matcher.TrieMap,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.parser.TokenSequenceParser,0,1,1
corenlp,edu.stanford.nlp.loglinear.inference.CliqueTree,0,1,1
corenlp,edu.stanford.nlp.loglinear.inference.TableFactor,0,1,1
corenlp,edu.stanford.nlp.math.ArrayMath,0,1,1
corenlp,edu.stanford.nlp.math.SloppyMath,0,1,1
corenlp,edu.stanford.nlp.naturalli.NaturalLogicAnnotator,0,1,1
corenlp,edu.stanford.nlp.naturalli.NaturalLogicWeights,0,1,1
corenlp,edu.stanford.nlp.naturalli.Polarity,0,1,1
corenlp,edu.stanford.nlp.naturalli.RelationTripleSegmenter,0,1,1
corenlp,edu.stanford.nlp.naturalli.Util,0,1,1
corenlp,edu.stanford.nlp.naturalli.demo.CORSFilter,0,1,1
corenlp,edu.stanford.nlp.neural.ConvertModels,0,1,1
corenlp,edu.stanford.nlp.neural.NeuralUtils,0,1,1
corenlp,edu.stanford.nlp.optimization.AbstractStochasticCachingDiffFunction,0,1,1
corenlp,edu.stanford.nlp.optimization.CGMinimizer,0,1,1
corenlp,edu.stanford.nlp.optimization.SGDMinimizer,0,1,1
corenlp,edu.stanford.nlp.optimization.SGDWithAdaGradAndFOBOS,0,1,1
corenlp,edu.stanford.nlp.optimization.ScaledSGDMinimizer,0,1,1
corenlp,edu.stanford.nlp.optimization.StochasticMinimizer,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.AbstractTreebankParserParams,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.BiLexPCFGParser,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseCharacterBasedLexicon,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseLexiconAndWordSegmenter,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseMaxentLexicon,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseSimWordAvgDepGrammar,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseTreebankParserParams,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseWordFeatureExtractor,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.EnglishTreebankParserParams,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ExhaustiveDependencyParser,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.FactoredParser,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.FrenchTreebankParserParams,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.GrammarCompactor,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.IterativeCKYPCFGParser,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.LexicalizedParser,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.NegraPennTreebankParserParams,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.Options,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ParentAnnotationStats,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.SplittingGrammarExtractor,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.TreeAnnotator,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.TueBaDZParserParams,0,1,1
corenlp,edu.stanford.nlp.parser.metrics.TaggingEval,0,1,1
corenlp,edu.stanford.nlp.parser.nndep.ArcStandard,0,1,1
corenlp,edu.stanford.nlp.parser.nndep.Classifier,0,1,1
corenlp,edu.stanford.nlp.parser.nndep.Configuration,0,1,1
corenlp,edu.stanford.nlp.parser.shiftreduce.ShiftReduceParserQuery,0,1,1
corenlp,edu.stanford.nlp.patterns.GetPatternsFromDataMultiClass,0,1,1
corenlp,edu.stanford.nlp.patterns.LuceneSentenceIndex,0,1,1
corenlp,edu.stanford.nlp.patterns.ScorePatternsRatioModifiedFreq,0,1,1
corenlp,edu.stanford.nlp.patterns.ScorePhrasesLearnFeatWt,0,1,1
corenlp,edu.stanford.nlp.patterns.surface.PatternsForEachTokenDB,0,1,1
corenlp,edu.stanford.nlp.patterns.surface.SurfacePattern,0,1,1
corenlp,edu.stanford.nlp.patterns.surface.SurfacePatternFactory,0,1,1
corenlp,edu.stanford.nlp.pipeline.AnnotatorImplementations,0,1,1
corenlp,edu.stanford.nlp.pipeline.ChunkAnnotationUtils,0,1,1
corenlp,edu.stanford.nlp.pipeline.CustomAnnotationSerializer,0,1,1
corenlp,edu.stanford.nlp.pipeline.EntityMentionsAnnotator,0,1,1
corenlp,edu.stanford.nlp.pipeline.JSONAnnotationReader,0,1,1
corenlp,edu.stanford.nlp.pipeline.KBPAnnotator,0,1,1
corenlp,edu.stanford.nlp.pipeline.LabeledChunkIdentifier,0,1,1
corenlp,edu.stanford.nlp.pipeline.ParserAnnotator,0,1,1
corenlp,edu.stanford.nlp.pipeline.QuoteAnnotator,0,1,1
corenlp,edu.stanford.nlp.pipeline.TextOutputter,0,1,1
corenlp,edu.stanford.nlp.pipeline.TokenizerAnnotator,0,1,1
corenlp,edu.stanford.nlp.pipeline.WikidictAnnotator,0,1,1
corenlp,edu.stanford.nlp.pipeline.XMLOutputter,0,1,1
corenlp,edu.stanford.nlp.process.ChineseDocumentToSentenceProcessor,0,1,1
corenlp,edu.stanford.nlp.process.JFlexDummyLexer,0,1,1
corenlp,edu.stanford.nlp.process.PTB2TextLexer,0,1,1
corenlp,edu.stanford.nlp.process.PTBTokenizer,0,1,1
corenlp,edu.stanford.nlp.process.TSVUtils,0,1,1
corenlp,edu.stanford.nlp.process.WhitespaceLexer,0,1,1
corenlp,edu.stanford.nlp.process.WordShapeClassifier,0,1,1
corenlp,edu.stanford.nlp.process.WordToSentenceProcessor,0,1,1
corenlp,edu.stanford.nlp.process.stattok.StatTokSentTrainer,0,1,1
corenlp,edu.stanford.nlp.quoteattribution.QuoteAttributionUtils,0,1,1
corenlp,edu.stanford.nlp.quoteattribution.Sieves.MSSieves.BaselineTopSpeakerSieve,0,1,1
corenlp,edu.stanford.nlp.quoteattribution.Sieves.QMSieves.VocativeSieve,0,1,1
corenlp,edu.stanford.nlp.quoteattribution.Sieves.training.SupervisedSieveTraining,0,1,1
corenlp,edu.stanford.nlp.scenegraph.SceneGraphEvaluation,0,1,1
corenlp,edu.stanford.nlp.scenegraph.SceneGraphSentenceMatcher,0,1,1
corenlp,edu.stanford.nlp.scenegraph.SemanticGraphEnhancer,0,1,1
corenlp,edu.stanford.nlp.semgraph.SemanticGraphFactory,0,1,1
corenlp,edu.stanford.nlp.semgraph.SemanticGraphUtils,0,1,1
corenlp,edu.stanford.nlp.semgraph.semgrex.SemgrexParserTokenManager,0,1,1
corenlp,edu.stanford.nlp.sentiment.ReadSentimentDataset,0,1,1
corenlp,edu.stanford.nlp.sentiment.SentimentPipeline,0,1,1
corenlp,edu.stanford.nlp.sequences.ExactBestSequenceFinder,0,1,1
corenlp,edu.stanford.nlp.sequences.PlainTextDocumentReaderAndWriter,0,1,1
corenlp,edu.stanford.nlp.sequences.SeqClassifierFlags,0,1,1
corenlp,edu.stanford.nlp.simple.Sentence,0,1,1
corenlp,edu.stanford.nlp.stats.ClassicCounter,0,1,1
corenlp,edu.stanford.nlp.stats.Counters,0,1,1
corenlp,edu.stanford.nlp.stats.EquivalenceClassEval,0,1,1
corenlp,edu.stanford.nlp.stats.GeneralizedCounter,0,1,1
corenlp,edu.stanford.nlp.stats.IntCounter,0,1,1
corenlp,edu.stanford.nlp.stats.MultiClassPrecisionRecallExtendedStats,0,1,1
corenlp,edu.stanford.nlp.stats.TwoDimensionalCounter,0,1,1
corenlp,edu.stanford.nlp.stats.TwoDimensionalIntCounter,0,1,1
corenlp,edu.stanford.nlp.tagger.maxent.ExtractorFramesRare,0,1,1
corenlp,edu.stanford.nlp.tagger.maxent.MaxentTagger,0,1,1
corenlp,edu.stanford.nlp.tagger.maxent.TaggerConfig,0,1,1
corenlp,edu.stanford.nlp.time.JodaTimeUtils,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeMain,0,1,1
corenlp,edu.stanford.nlp.time.TimeExpressionExtractorImpl,0,1,1
corenlp,edu.stanford.nlp.time.Timex,0,1,1
corenlp,edu.stanford.nlp.time.XMLUtils,0,1,1
corenlp,edu.stanford.nlp.trees.AbstractCollinsHeadFinder,0,1,1
corenlp,edu.stanford.nlp.trees.CoordinationTransformer,0,1,1
corenlp,edu.stanford.nlp.trees.EnglishGrammaticalStructure,0,1,1
corenlp,edu.stanford.nlp.trees.GrammaticalStructureConversionUtils,0,1,1
corenlp,edu.stanford.nlp.trees.NPTmpRetainingTreeNormalizer,0,1,1
corenlp,edu.stanford.nlp.trees.SemanticHeadFinder,0,1,1
corenlp,edu.stanford.nlp.trees.Tree,0,1,1
corenlp,edu.stanford.nlp.trees.TreeGraphNode,0,1,1
corenlp,edu.stanford.nlp.trees.TreePrint,0,1,1
corenlp,edu.stanford.nlp.trees.Treebank,0,1,1
corenlp,edu.stanford.nlp.trees.Treebanks,0,1,1
corenlp,edu.stanford.nlp.trees.Trees,0,1,1
corenlp,edu.stanford.nlp.trees.UniversalEnglishGrammaticalStructure,0,1,1
corenlp,edu.stanford.nlp.trees.UniversalSemanticHeadFinder,0,1,1
corenlp,edu.stanford.nlp.trees.international.french.FrenchXMLTreeReader,0,1,1
corenlp,edu.stanford.nlp.trees.international.negra.NegraLexer,0,1,1
corenlp,edu.stanford.nlp.trees.international.negra.NegraPennLexer,0,1,1
corenlp,edu.stanford.nlp.trees.international.pennchinese.CHTBLexer,0,1,1
corenlp,edu.stanford.nlp.trees.international.pennchinese.ChineseUtils,0,1,1
corenlp,edu.stanford.nlp.trees.international.spanish.SpanishTreeNormalizer,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.TregexParser,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.TregexParserTokenManager,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.TregexPattern,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.gui.FileTreeModel,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.gui.MatchesPanel,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.gui.ScrollableTreeJPanel,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.tsurgeon.Tsurgeon,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.tsurgeon.TsurgeonParser,0,1,1
corenlp,edu.stanford.nlp.trees.ud.UniversalGappingEnhancer,0,1,1
corenlp,edu.stanford.nlp.trees.ud.UniversalGrammaticalStructure,0,1,1
corenlp,edu.stanford.nlp.util.ArgumentParser,0,1,1
corenlp,edu.stanford.nlp.util.ArrayUtils,0,1,1
corenlp,edu.stanford.nlp.util.BinaryHeapPriorityQueue,0,1,1
corenlp,edu.stanford.nlp.util.CollectionUtils,0,1,1
corenlp,edu.stanford.nlp.util.ConvertByteArray,0,1,1
corenlp,edu.stanford.nlp.util.FixedPrioritiesPriorityQueue,0,1,1
corenlp,edu.stanford.nlp.util.Generics,0,1,1
corenlp,edu.stanford.nlp.util.HashIndex,0,1,1
corenlp,edu.stanford.nlp.util.Interval,0,1,1
corenlp,edu.stanford.nlp.util.IntervalTree,0,1,1
corenlp,edu.stanford.nlp.util.MetaClass,0,1,1
corenlp,edu.stanford.nlp.util.PropertiesUtils,0,1,1
corenlp,edu.stanford.nlp.util.StringUtils,0,1,1
corenlp,edu.stanford.nlp.util.logging.PrettyLogger,0,1,1
corenlp,edu.stanford.nlp.util.logging.Redwood,0,1,1
corenlp,edu.stanford.nlp.util.logging.RedwoodConfiguration,0,1,1
corenlp,edu.stanford.nlp.wordseg.ChineseSegmenterFeatureFactory,0,1,1
corenlp,edu.stanford.nlp.wordseg.Gale2007ChineseSegmenterFeatureFactory,0,1,1
corenlp,edu.stanford.nlp.loglinear.inference.CliqueTreeTest,0,1,1
corenlp,edu.stanford.nlp.loglinear.model.ConcatVectorTest,0,1,1
corenlp,edu.stanford.nlp.naturalli.RelationTripleSegmenterTest,0,1,1
corenlp,edu.stanford.nlp.semgraph.semgrex.SemgrexTest,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.TregexTest,0,1,1
corenlp,edu.stanford.nlp.util.MetaClassTest,0,1,1
dbeaver,org.jkiss.dbeaver.tools.compare.simple.CompareObjectsExecutor,1,0,1
dbeaver,org.jkiss.dbeaver.ui.gis.panel.GISLeafletViewer,1,0,1
dbeaver,org.jkiss.dbeaver.tools.transfer.DataTransferSettings,1,0,1
dbeaver,org.jkiss.dbeaver.tools.transfer.database.DatabaseConsumerSettings,1,0,1
dbeaver,org.jkiss.dbeaver.tools.transfer.stream.StreamConsumerSettings,1,0,1
dbeaver,org.jkiss.dbeaver.tools.transfer.ui.pages.database.DatabaseConsumerPageMapping,1,0,1
dbeaver,org.jkiss.dbeaver.debug.ui.DatabaseLaunchShortcut,1,0,1
dbeaver,org.jkiss.dbeaver.erd.model.ERDDiagram,1,0,1
dbeaver,org.jkiss.dbeaver.erd.ui.editor.ERDEditorPart,1,1,1
dbeaver,org.jkiss.dbeaver.erd.ui.part.DiagramPart,1,0,1
dbeaver,org.jkiss.dbeaver.erd.ui.part.AssociationPart,1,0,1
dbeaver,org.jkiss.dbeaver.ext.db2.model.DB2DataSource,1,0,1
dbeaver,org.jkiss.dbeaver.ext.db2.model.DB2Schema,1,0,1
dbeaver,org.jkiss.dbeaver.ext.exasol.model.security.ExasolSecurityPolicy,1,0,1
dbeaver,org.jkiss.dbeaver.ext.exasol.model.ExasolDataSource,1,0,1
dbeaver,org.jkiss.dbeaver.ext.generic.model.meta.GenericMetaModel,1,0,1
dbeaver,org.jkiss.dbeaver.ext.generic.views.GenericConnectionPage,1,0,1
dbeaver,org.jkiss.dbeaver.ext.greenplum.model.GreenplumExternalTable,1,0,1
dbeaver,org.jkiss.dbeaver.ext.import_config.wizards.ConfigImportWizard,1,0,1
dbeaver,org.jkiss.dbeaver.ext.mssql.model.SQLServerDatabase,1,0,1
dbeaver,org.jkiss.dbeaver.ext.mssql.model.SQLServerSchema,1,0,1
dbeaver,org.jkiss.dbeaver.ext.mssql.model.SQLServerDataType,1,0,1
dbeaver,org.jkiss.dbeaver.ext.mysql.model.MySQLDataSource,1,0,1
dbeaver,org.jkiss.dbeaver.ext.mysql.model.MySQLTableColumn,1,0,1
dbeaver,org.jkiss.dbeaver.ext.oracle.model.OracleSchema,1,1,1
dbeaver,org.jkiss.dbeaver.ext.oracle.model.OracleDataSource,1,0,1
dbeaver,org.jkiss.dbeaver.ext.oracle.model.OracleDataType,1,0,1
dbeaver,org.jkiss.dbeaver.ext.postgresql.model.plan.PostgrePlanNodeText,1,0,1
dbeaver,org.jkiss.dbeaver.ext.postgresql.model.PostgreDataType,1,0,1
dbeaver,org.jkiss.dbeaver.ext.postgresql.model.PostgreExecutionContext,1,0,1
dbeaver,org.jkiss.dbeaver.ext.postgresql.model.PostgreDataSource,1,0,1
dbeaver,org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema,1,1,1
